Card Type,City,Country,Customer ID,Customer Name,Date,Date (Week numbers),District,dynamic graph,Highlight,Merchant Catergory,Merchant ID,Merchant Name,Merchant Sub Category,Payment Mode,Payment Status,Payment Status - Failure ,Pin Code,Product,Select Chart,State,Week,ATS,Charge,commission,Failure%,Size,Success%,Tran,Transaction Amount,Transaction Count
Not Applicable,Bangalore,India,U-324,Atikish Vaidya,23-04-2023,Week 17,Bangalore,Show Transaction Details,No Highlight,Contracted Services,730095,Reliable Air Conditioning Co.,"Air Conditioning, Heating and Plumbing Contractors",NetBanking,Success,FALSE,560035,Online,Week,Karnataka,17,3527,2,70.54,0,1,1,3.527,3527,1
Not Applicable,Gandhinagar,India,U-325,Kavyan Saraf,22-04-2023,Week 16,Gandhinagar,Show Transaction Details,Highlight,Miscellaneous Stores,712656,ElectroMart,Electronics Sales,EMI,Success,FALSE,213478,Online,Week,Gujarat,16,2218,3,133.08,0,100,1,4.436,4436,2
Visa,Lucknow,India,U-326,Abeeth Tak,18-04-2023,Week 16,Lucknow,Show Transaction Details,No Highlight,Agricultural Services,718057,AgriMax Cooperative,Agricultural Cooperatives,Debit Card,Success,FALSE,120936,Pos,Week,Uttar Pradesh,16,771.5,2,30.86,0,1,1,1.543,1543,2
Not Applicable,Madurai,India,U-327,Shaik Panesar,15-04-2023,Week 15,Madurai,Show Transaction Details,No Highlight,Utility Services,722817,SwiftTelegraph Co.,Telegraph Services,Wallet,Success,FALSE,762354,Online,Week,Tamil Nadu,15,3243,2,64.86,0,1,1,3.243,3243,1
Rupay,Guwahati,India,U-328,Harida Setty,14-04-2023,Week 15,Guwahati,Show Transaction Details,No Highlight,Retail Outlet Services,757606,PipeWorks Co.,Plumbing and Heating Equipment,Debit Card,Success,FALSE,335678,Online,Week,Assam,15,414.5,2,33.16,0,1,1,1.658,1658,4
Not Applicable,Nellore,India,U-329,Sanjiv Bhattacharyya,13-04-2023,Week 15,Nellore,Show Transaction Details,Highlight,Contracted Services,727568,Concrete Impressions,Concrete Work Contractors,EMI,Success,FALSE,789043,Online,Week,Andhra Pradesh,15,2687.5,3,161.25,0,100,1,5.375,5375,2
Not Applicable,Chandigarh,India,U-330,Santu Bhatnagar,09-04-2023,Week 15,Chandigarh,Show Transaction Details,No Highlight,Clothing Stores,777309,Trendy Trinkets,Women’s Accessory and Specialty Stores,UPI,Success,FALSE,459872,QR,Week,Chandigarh,15,1178.75,2,94.3,0,1,1,4.715,4715,4
Master,Delhi,India,U-331,Prabhavti Shivagauri,08-04-2023,Week 14,Delhi,Show Transaction Details,No Highlight,Agricultural Services,737016,Harvesters Alliance,Agricultural Cooperatives,Debit Card,Success,FALSE,110063,Online,Week,Delhi,14,1674.333333,2,100.46,0,1,1,5.023,5023,3
Visa,Delhi,India,U-332,Rita Dohrey,03-04-2023,Week 14,Delhi,Show Transaction Details,No Highlight,Miscellaneous Stores,712656,ElectroMart,Electronics Sales,Credit Card,Success,FALSE,110066,PoS,Week,Delhi,14,730,2,29.2,0,1,1,1.46,1460,2
Not Applicable,Delhi,India,U-333,Kabhilan Suri,29-03-2023,Week 13,Delhi,Show Transaction Details,No Highlight,Transportation Services,796541,Harbor Hopper Rentals,Boat Leases and Boat Rentals,UPI,Success,FALSE,110065,QR,Week,Delhi,13,1764.5,2,70.58,0,1,1,3.529,3529,2
Not Applicable,Surat,India,U-334,Keshab Lavudya,29-03-2023,Week 13,Surat,Show Transaction Details,No Highlight,Contracted Services,772359,CleanSweep Supplies,"Sanitation, Polishing and Specialty Cleaning Preparations",NetBanking,Success,FALSE,214567,Online,Week,Gujarat,13,1339,2,26.78,0,1,1,1.339,1339,1
Not Applicable,Chennai,India,U-335,Jaipriyan Rasheed,24-03-2023,Week 12,Chennai,Show Transaction Details,No Highlight,Miscellaneous Stores,788186,Digital Dreams,Electronics Sales,Wallet,Success,FALSE,769801,Online,Week,Tamil Nadu,12,3446,2,68.92,0,1,1,3.446,3446,1
Not Applicable,Coorg,India,U-336,Arjwin Nigan,23-03-2023,Week 12,Coorg,Show Transaction Details,No Highlight,Contracted Services,795070,Voltage Valley Electrical,Electrical Contractors,NetBanking,Success,FALSE,561235,Online,Week,Karnataka,12,5086,2,101.72,0,1,1,5.086,5086,1
Not Applicable,Visakhapatnam,India,U-337,Ahilan Raval,19-03-2023,Week 12,Visakhapatnam,Show Transaction Details,No Highlight,Retail Outlet Services,701854,HeatMaster Supplies,Plumbing and Heating Equipment,UPI,Success,FALSE,786543,QR,Week,Andhra Pradesh,12,2694,2,107.76,0,1,1,5.388,5388,2
Not Applicable,Nellore,India,U-338,Darva Purohit,18-03-2023,Week 11,Nellore,Show Transaction Details,Highlight,Contracted Services,730095,Reliable Air Conditioning Co.,"Air Conditioning, Heating and Plumbing Contractors",EMI,Success,FALSE,789043,Online,Week,Andhra Pradesh,11,1721.5,3,103.29,0,100,1,3.443,3443,2
Not Applicable,Visakhapatnam,India,U-339,Birendra Sheth,17-03-2023,Week 11,Visakhapatnam,Show Transaction Details,No Highlight,Transportation Services,796541,Harbor Hopper Rentals,Boat Leases and Boat Rentals,Wallet,Success,FALSE,786543,Online,Week,Andhra Pradesh,11,5576,2,111.52,0,1,1,5.576,5576,1
Not Applicable,Faridabad,India,U-340,Dyumani Bhukya,16-03-2023,Week 11,Faridabad,Show Transaction Details,No Highlight,Miscellaneous Stores,786117,Elite Household,Household Appliance Stores,UPI,Success,FALSE,121001,Online,Week,Haryana,11,2580,2,103.2,0,1,1,5.16,5160,2
Not Applicable,Ujjain,India,U-341,Rajakumari Bhargava,15-03-2023,Week 11,Ujjain,Show Transaction Details,No Highlight,Agricultural Services,737016,Harvesters Alliance,Agricultural Cooperatives,NetBanking,Success,FALSE,120966,Online,Week,Madhya Pradesh,11,6619,2,132.38,0,1,1,6.619,6619,1
Diners,Mathura,India,U-342,Anangayan Patal,12-03-2023,Week 11,Mathura,Show Transaction Details,No Highlight,Contracted Services,753114,Circuit City Electrical,Electrical Contractors,Credit Card,Success,FALSE,179034,PoS,Week,Uttar Pradesh,11,3868,3,232.08,0,1,1,7.736,7736,2
Not Applicable,Vijaywada,India,U-343,Elanchezhian Pathan,11-03-2023,Week 10,Vijaywada,Show Transaction Details,No Highlight,Agricultural Services,710534,AgriVision Cooperative,Agricultural Cooperatives,Wallet,Success,FALSE,785412,Online,Week,Andhra Pradesh,10,5822,2,116.44,0,1,1,5.822,5822,1
Not Applicable,Delhi,India,U-344,Atharayan Raja,08-03-2023,Week 10,Delhi,Show Transaction Details,No Highlight,Retail Outlet Services,757606,PipeWorks Co.,Plumbing and Heating Equipment,UPI,Success,FALSE,110063,QR,Week,Delhi,10,3536,2,141.44,0,1,1,7.072,7072,2
Diners,Bangalore,India,U-345,Brijraj Dahiya,06-03-2023,Week 10,Bangalore,Show Transaction Details,No Highlight,Government Services,715500,Enterprise Exchange,Intra-Company Purchases,Credit Card,Success,FALSE,560035,Online,Week,Karnataka,10,915,3,54.9,0,1,1,1.83,1830,2
Visa,Lucknow,India,U-346,Anshaan Shankdhar,03-03-2023,Week 9,Lucknow,Show Transaction Details,No Highlight,Utility Services,722817,SwiftTelegraph Co.,Telegraph Services,Debit Card,Success,FALSE,120936,Pos,Week,Uttar Pradesh,9,1961.5,2,78.46,0,1,1,3.923,3923,2
Visa,Guwahati,India,U-347,Carroll Bhorkhade,24-02-2023,Week 8,Guwahati,Show Transaction Details,No Highlight,Retail Outlet Services,732392,ToolTime Supplies,Hardware Equipment and Supplies,Debit Card,Success,FALSE,335678,PoS,Week,Assam,8,986.25,2,78.9,0,1,1,3.945,3945,4
Not Applicable,Agra,India,U-348,Kanayaha Memon,21-02-2023,Week 8,Agra,Show Transaction Details,No Highlight,Transportation Services,796541,Harbor Hopper Rentals,Boat Leases and Boat Rentals,UPI,Success,FALSE,348062,Online,Week,Uttar Pradesh,8,5320,2,106.4,0,1,1,5.32,5320,1
Not Applicable,Chandigarh,India,U-349,Chhote Golla,18-02-2023,Week 7,Chandigarh,Show Transaction Details,No Highlight,Agricultural Services,737016,Harvesters Alliance,Agricultural Cooperatives,Wallet,Success,FALSE,459872,Online,Week,Chandigarh,7,1004,2,80.32,0,1,1,4.016,4016,4
Not Applicable,Coorg,India,U-350,Ayusman Shankar,18-02-2023,Week 7,Coorg,Show Transaction Details,Highlight,Contracted Services,756078,DigiPrint Publishing,Miscellaneous Publishing and Printing,EMI,Success,FALSE,561235,Online,Week,Karnataka,7,2297.333333,3,206.76,0,100,1,6.892,6892,3
Not Applicable,Guwahati,India,U-351,Sangitaben Kara,17-02-2023,Week 7,Guwahati,Show Transaction Details,No Highlight,Contracted Services,734853,Woodworks Unlimited,Carpentry Contractors,NetBanking,Success,FALSE,335678,Online,Week,Assam,7,966.3333333,2,57.98,0,1,1,2.899,2899,3
Not Applicable,Chennai,India,U-352,Jasmine Kasniya,09-02-2023,Week 6,Chennai,Show Transaction Details,No Highlight,Government Services,710488,Business Bridge,Intra-Company Purchases,UPI,Success,FALSE,769801,Online,Week,Tamil Nadu,6,921,2,36.84,0,1,1,1.842,1842,2
Not Applicable,Bangalore,India,U-353,Kiruthick Thaman,07-02-2023,Week 6,Bangalore,Show Transaction Details,No Highlight,Government Services,733879,Star Mart UK,"UK Supermarkets, Electronic Hot File",NetBanking,Success,FALSE,560035,Online,Week,Karnataka,6,499.25,2,39.94,0,1,1,1.997,1997,4
Not Applicable,Delhi,India,U-354,Ashojan Gayathri,06-02-2023,Week 6,Delhi,Show Transaction Details,No Highlight,Contracted Services,753114,Circuit City Electrical,Electrical Contractors,NetBanking,Partially Refunded,FALSE,110067,Online,Week,Delhi,6,7437,2,148.74,0,1,0,7.437,7437,1
Not Applicable,Chandigarh,India,U-355,Hasaram Shahi,05-02-2023,Week 6,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,727568,Concrete Impressions,Concrete Work Contractors,Wallet,Success,FALSE,567890,Online,Week,Chandigarh,6,553.3333333,2,33.2,0,1,1,1.66,1660,3
Master,Chandigarh,India,U-356,Jaisudhan Chaudhari,05-02-2023,Week 6,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,727070,Pro Climate Control Inc.,"Air Conditioning, Heating and Plumbing Contractors",Debit Card,Success,FALSE,459874,Online,Week,Chandigarh,6,1268.666667,2,76.12,0,1,1,3.806,3806,3
Not Applicable,Guwahati,India,U-357,Chithrayen Mohandas,01-02-2023,Week 5,Guwahati,Show Transaction Details,Highlight,Transportation Services,796541,Harbor Hopper Rentals,Boat Leases and Boat Rentals,EMI,Success,FALSE,335678,Online,Week,Assam,5,590,3,35.4,0,100,1,1.18,1180,2
Visa,Bhopal,India,U-358,Kalidas Durgavanshi,31-01-2023,Week 5,Rajgarh,Show Transaction Details,No Highlight,Miscellaneous Stores,786117,Elite Household,Household Appliance Stores,Debit Card,Success,FALSE,679124,Online,Week,Madhya Pradesh,5,2191,2,43.82,0,1,1,2.191,2191,1
Not Applicable,Delhi,India,U-359,Gowreesan Lad,26-01-2023,Week 4,Delhi,Show Transaction Details,No Highlight,Clothing Stores,758322,The Style Spot,Women’s Ready to Wear Stores,NetBanking,Success,FALSE,110006,Online,Week,Delhi,4,679.5,2,54.36,0,1,1,2.718,2718,4
Not Applicable,Vijaywada,India,U-360,Bhupen Seth,25-01-2023,Week 4,Vijaywada,Show Transaction Details,No Highlight,Agricultural Services,710534,AgriVision Cooperative,Agricultural Cooperatives,NetBanking,Success,FALSE,785412,Online,Week,Andhra Pradesh,4,2959,2,118.36,0,1,1,5.918,5918,2
Not Applicable,Chandigarh,India,U-361,Hridayanand Seshadri,23-01-2023,Week 4,Chandigarh,Show Transaction Details,No Highlight,Retail Outlet Services,710761,BuildSmart Supplies,Construction Materials Not Elsewhere Classified,NetBanking,Refunded,FALSE,459873,Online,Week,Chandigarh,4,869,2,34.76,0,1,0,1.738,1738,2
Not Applicable,Delhi,India,U-362,Kurudeva Chawla,21-01-2023,Week 3,Delhi,Show Transaction Details,No Highlight,Retail Outlet Services,701854,HeatMaster Supplies,Plumbing and Heating Equipment,NetBanking,Refunded,FALSE,110063,Online,Week,Delhi,3,2518,2,100.72,0,1,0,5.036,5036,2
Rupay,Delhi,India,U-363,Raghu Begum,21-01-2023,Week 3,Delhi,Show Transaction Details,No Highlight,Retail Outlet Services,710761,BuildSmart Supplies,Construction Materials Not Elsewhere Classified,Debit Card,Success,FALSE,110063,PoS,Week,Delhi,3,1657.666667,2,99.46,0,1,1,4.973,4973,3
Not Applicable,Chandigarh,India,U-364,Vasu Malekar,19-01-2023,Week 3,Chandigarh,Show Transaction Details,No Highlight,Miscellaneous Stores,733221,Tasty Treats Catering Co.,Caterers,Wallet,Success,FALSE,567890,Online,Week,Chandigarh,3,1120.25,2,89.62,0,1,1,4.481,4481,4
Not Applicable,Chandigarh,India,U-365,Mandeep Kushwaha,19-01-2023,Week 3,Chandigarh,Show Transaction Details,No Highlight,Retail Outlet Services,764743,IT Innovations,"Computers, Computer Peripheral Equipment, Software",Wallet,Success,FALSE,459874,QR,Week,Chandigarh,3,6863,2,137.26,0,1,1,6.863,6863,1
Not Applicable,Delhi,India,U-366,Kausaleya Thakur,19-01-2023,Week 3,Delhi,Show Transaction Details,No Highlight,Utility Services,788822,Instant Telegraph Inc.,Telegraph Services,UPI,Success,FALSE,110063,QR,Week,Delhi,3,3535.5,2,141.42,0,1,1,7.071,7071,2
Not Applicable,Chandigarh,India,U-367,Kaviyarasu Nori,18-01-2023,Week 3,Chandigarh,Show Transaction Details,Highlight,Retail Outlet Services,710761,BuildSmart Supplies,Construction Materials Not Elsewhere Classified,EMI,Success,FALSE,459873,Online,Week,Chandigarh,3,3185.5,3,191.13,0,100,1,6.371,6371,2
Not Applicable,Coorg,India,U-368,Aviraaj Mann,16-01-2023,Week 3,Coorg,Show Transaction Details,No Highlight,Retail Outlet Services,787514,Ace Hardware Emporium,Hardware Equipment and Supplies,NetBanking,Partially Refunded,FALSE,561235,Online,Week,Karnataka,3,2824.5,2,112.98,0,1,0,5.649,5649,2
Not Applicable,Delhi,India,U-369,Rajaram Sehgal,16-01-2023,Week 3,Delhi,Show Transaction Details,Highlight,Retail Outlet Services,701854,HeatMaster Supplies,Plumbing and Heating Equipment,EMI,Success,FALSE,110063,Online,Week,Delhi,3,664,3,39.84,0,100,1,1.328,1328,2
Diners,Madurai,India,U-370,Laksmi Sawhney,13-01-2023,Week 2,Madurai,Show Transaction Details,No Highlight,Transportation Services,754798,ExpressRailways,Railroads–Freight,Credit Card,Success,FALSE,762354,PoS,Week,Tamil Nadu,2,3601,3,108.03,0,1,1,3.601,3601,1
Visa,Bangalore,India,U-371,Surendra Savant,13-01-2023,Week 2,Bangalore,Show Transaction Details,No Highlight,Contracted Services,795070,Voltage Valley Electrical,Electrical Contractors,Credit Card,Success,FALSE,560035,Online,Week,Karnataka,2,1736.333333,2,104.18,0,1,1,5.209,5209,3
Master,Bangalore,India,U-372,Dheeshithan Chakrabortty,12-01-2023,Week 2,Bangalore,Show Transaction Details,No Highlight,Contracted Services,719158,Publishing Partners,Miscellaneous Publishing and Printing,Debit Card,Success,FALSE,560035,Online,Week,Karnataka,2,2866,2,57.32,0,1,1,2.866,2866,1
Not Applicable,Delhi,India,U-373,Barany Bhadauriya,02-01-2023,Week 1,Delhi,Show Transaction Details,No Highlight,Retail Outlet Services,732392,ToolTime Supplies,Hardware Equipment and Supplies,NetBanking,Success,FALSE,110063,Online,Week,Delhi,1,1436,2,86.16,0,1,1,4.308,4308,3
Visa,Indore,India,U-374,Athisvarshan Nair,01-01-2023,Week 1,Indore,Show Transaction Details,No Highlight,Agricultural Services,776350,Animal Wellness Center,Veterinary Services,Debit Card,Success,FALSE,456987,Online,Week,Madhya Pradesh,1,3720,2,74.4,0,1,1,3.72,3720,1
Not Applicable,Visakhapatnam,India,U-375,Ashirvad Ashraf,17-01-2023,Week 3,Visakhapatnam,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",UPI,Partially Refunded,FALSE,786543,QR,Week,Andhra Pradesh,3,3708,2,148.32,0,1,0,7.416,7416,2
Not Applicable,Faridabad,India,U-376,Dhinakaran Sampath,22-03-2023,Week 12,Faridabad,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",Wallet,Success,FALSE,121003,Online,Week,Haryana,12,1924,2,115.44,0,1,1,5.772,5772,3
Master,Delhi,India,U-377,Bilahari Sarnobat,02-03-2023,Week 9,Delhi,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Sanitation, Polishing and Specialty Cleaning Preparations",Debit Card,Partially Refunded,FALSE,110065,Online,Week,Delhi,9,2337,2,140.22,0,1,0,7.011,7011,3
Not Applicable,Coimbatore,India,U-378,Elilarasan Iyer,24-02-2023,Week 8,Coimbatore,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Sanitation, Polishing and Specialty Cleaning Preparations",EMI,Success,FALSE,765412,Online,Week,Tamil Nadu,8,7741,3,232.23,0,100,1,7.741,7741,1
Not Applicable,Delhi,India,U-379,Anithran Chaurasiya,22-02-2023,Week 8,Delhi,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Sanitation, Polishing and Specialty Cleaning Preparations",EMI,Success,FALSE,110067,Online,Week,Delhi,8,5143,3,154.29,0,100,1,5.143,5143,1
Not Applicable,Silchar,India,U-380,Bhagirath Dev,24-04-2023,Week 17,Silchar,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",UPI,Success,FALSE,336789,QR,Week,Assam,17,1024,2,40.96,0,1,1,2.048,2048,2
Not Applicable,Chennai,India,U-381,Asish Shiromani,25-04-2023,Week 17,Chennai,Show Transaction Details,No Highlight,Agricultural Services,789789,Lawn & Garden Landscaping,Horticultural and Landscaping Services,UPI,Success,FALSE,769801,Online,Week,Tamil Nadu,17,1559.5,2,124.76,0,1,1,6.238,6238,4
Not Applicable,Gandhinagar,India,U-382,Lithyan Sonwani,24-04-2023,Week 17,Gandhinagar,Show Transaction Details,Highlight,Contracted Services,795070,Voltage Valley Electrical,Electrical Contractors,EMI,Success,FALSE,213478,Online,Week,Gujarat,17,3315,3,99.45,0,100,1,3.315,3315,1
Not Applicable,Gandhinagar,India,U-383,Manjunatha Chander,21-04-2023,Week 16,Gandhinagar,Show Transaction Details,Highlight,Contracted Services,764884,Plumbing Wizards Inc.,"Air Conditioning, Heating and Plumbing Contractors",EMI,Success,FALSE,213478,Online,Week,Gujarat,16,628.75,3,75.45,0,100,1,2.515,2515,4
Not Applicable,Faridabad,India,U-384,Shyamal Sarkar,18-04-2023,Week 16,Faridabad,Show Transaction Details,No Highlight,Retail Outlet Services,787514,Ace Hardware Emporium,Hardware Equipment and Supplies,Wallet,Success,FALSE,121001,QR,Week,Haryana,16,384.3333333,2,23.06,0,1,1,1.153,1153,3
Not Applicable,Patna,India,U-385,Abbilashan Bakshi,18-04-2023,Week 16,Patna,Show Transaction Details,No Highlight,Utility Services,786063,Connect Communications,Telecommunication Equipment Including Telephone Sales,NetBanking,Refunded,FALSE,145678,Online,Week,Bihar,16,2954,2,59.08,0,1,0,2.954,2954,1
Master,Agra,India,U-386,Jayahari Korpal,17-04-2023,Week 16,Agra,Show Transaction Details,No Highlight,Clothing Stores,745963,The Shoe Company,Shoe Stores,Debit Card,Success,FALSE,348062,PoS,Week,Uttar Pradesh,16,3867.5,2,154.7,0,1,1,7.735,7735,2
Not Applicable,Faridabad,India,U-387,Dasharatha Selvaraj,17-04-2023,Week 16,Faridabad,Show Transaction Details,No Highlight,Retail Outlet Services,710761,BuildSmart Supplies,Construction Materials Not Elsewhere Classified,Wallet,Success,FALSE,121001,QR,Week,Haryana,16,1294,2,25.88,0,1,1,1.294,1294,1
Not Applicable,Vijaywada,India,U-388,Aalop Sardar,16-04-2023,Week 16,Vijaywada,Show Transaction Details,No Highlight,Government Services,772870,Corporate Central,Intra-Company Purchases,Wallet,Success,FALSE,785412,Online,Week,Andhra Pradesh,16,2041,2,81.64,0,1,1,4.082,4082,2
Master,Delhi,India,U-389,Mahatapase Jawed,14-04-2023,Week 15,Delhi,Show Transaction Details,No Highlight,Utility Services,711203,BlueSky Communications,"Cable, Satellite, and Other Pay Television and Radio Services",Debit Card,Success,FALSE,110063,Online,Week,Delhi,15,3666.5,2,146.66,0,1,1,7.333,7333,2
Visa,Indore,India,U-390,Karanan Hayre,14-04-2023,Week 15,Indore,Show Transaction Details,No Highlight,Contracted Services,764884,Plumbing Wizards Inc.,"Air Conditioning, Heating and Plumbing Contractors",Debit Card,Success,FALSE,456987,PoS,Week,Madhya Pradesh,15,410.5,2,32.84,0,1,1,1.642,1642,4
Not Applicable,Chennai,India,U-391,Ramvati Jha,12-04-2023,Week 15,Chennai,Show Transaction Details,No Highlight,Utility Services,786063,Connect Communications,Telecommunication Equipment Including Telephone Sales,Wallet,Success,FALSE,769801,QR,Week,Tamil Nadu,15,1127,2,67.62,0,1,1,3.381,3381,3
Not Applicable,Chandigarh,India,U-392,Anoush Prakash,10-04-2023,Week 15,Chandigarh,Show Transaction Details,No Highlight,Agricultural Services,721540,Four Paws Hospital,Veterinary Services,UPI,Failure,TRUE,459873,Online,Week,Chandigarh,15,679,2,54.32,1,1,0,2.716,2716,4
